Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C2,10uF,C_0805_2012Metric,109.816323,-71.487752,90.0,top
C3,10uF,C_0805_2012Metric,117.5,-71.5,-90.0,top
C4,470uF,CP_Elec_6.3x7.7,113.5,-80.0,180.0,top
J1,NC3FAH1,Jack_XLR_Neutrik_NC3FAH1_Horizontal,129.69,-94.395,-90.0,top
U1,ESP32-WROOM-32E,ESP32-WROOM-32D,129.25,-70.53,270.0,top
U3,ME6211C33M5,SOT-23-5,113.3625,-71.45,270.0,top
U5,MAX3485,SOIC-8_3.9x4.9mm_P1.27mm,144.975,-80.405,270.0,top
